"doi","article_id","title","year","license","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.3389/fpsyg.2017.00581","fpsyg201700581","Fixation Patterns of Chinese Participants while Identifying Facial Expressions on Chinese Faces",2017,NA,"pdf/frontiers.fpsyg201700581.pdf","xml/frontiers.fpsyg201700581.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01634","fpsyg201701634","Psychological Health in the Retirement Transition: Rationale and First Findings in the HEalth, Ageing and Retirement Transitions in Sweden (HEARTS) Study",2017,NA,"pdf/frontiers.fpsyg201701634.pdf","xml/frontiers.fpsyg201701634.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01133","fpsyg201701133","Dutch-Cantonese Bilinguals Show Segmental Processing during Sinitic Language Production",2017,NA,"pdf/frontiers.fpsyg201701133.pdf","xml/frontiers.fpsyg201701133.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01153","fpsyg201701153","Complex Problem Solving: What It Is and What It Is Not",2017,NA,"pdf/frontiers.fpsyg201701153.pdf","xml/frontiers.fpsyg201701153.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2016.02085","fpsyg201602085","Temporoparietal Junction Hypoactivity during Pain-Related Empathy Processing in Adolescents with Conduct Disorder",2017,NA,"pdf/frontiers.fpsyg201602085.pdf","xml/frontiers.fpsyg201602085.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00795","fpsyg201700795","Improving Assessment of the Spectrum of Reward-Related Eating: The RED-13",2017,NA,"pdf/frontiers.fpsyg201700795.pdf","xml/frontiers.fpsyg201700795.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01724","fpsyg201701724","Parental and Infant Gender Factors in Parent–Infant Interaction: State-Space Dynamic Analysis",2017,NA,"pdf/frontiers.fpsyg201701724.pdf","xml/frontiers.fpsyg201701724.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00767","fpsyg201700767","Normal Theory GLS Estimator for Missing Data: An Application to Item-Level Missing Data and a Comparison to Two-Stage ML",2017,NA,"pdf/frontiers.fpsyg201700767.pdf","xml/frontiers.fpsyg201700767.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02083","fpsyg201702083","The Effectiveness of a Body-Affective Mindfulness Intervention for Multiple Sclerosis Patients with Depressive Symptoms: A Randomized Controlled Clinical Trial",2017,NA,"pdf/frontiers.fpsyg201702083.pdf","xml/frontiers.fpsyg201702083.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02215","fpsyg201702215","When Sugar-Coated Words Taste Dry: The Relationship between Gender, Anxiety, and Response to Irony",2017,NA,"pdf/frontiers.fpsyg201702215.pdf","xml/frontiers.fpsyg201702215.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00244","fpsyg201700244","The Dopamine Prediction Error: Contributions to Associative Models of Reward Learning",2017,NA,"pdf/frontiers.fpsyg201700244.pdf","xml/frontiers.fpsyg201700244.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01293","fpsyg201701293","CAHOST: An Excel Workbook for Facilitating the Johnson-Neyman Technique for Two-Way Interactions in Multiple Regression",2017,NA,"pdf/frontiers.fpsyg201701293.pdf","xml/frontiers.fpsyg201701293.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01825","fpsyg201701825","How Individual and Contextual Factors Affects Antisocial and Delinquent Behaviors: A Comparison between Young Offenders, Adolescents at Risk of Social Exclusion, and a Community Sample",2017,NA,"pdf/frontiers.fpsyg201701825.pdf","xml/frontiers.fpsyg201701825.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00228","fpsyg201700228","Empathy-Related Responses to Depicted People in Art Works",2017,NA,"pdf/frontiers.fpsyg201700228.pdf","xml/frontiers.fpsyg201700228.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00501","fpsyg201700501","Review on Neural Correlates of Emotion Regulation and Music: Implications for Emotion Dysregulation",2017,NA,"pdf/frontiers.fpsyg201700501.pdf","xml/frontiers.fpsyg201700501.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01775","fpsyg201701775","Book Review: Self and Social Identity in Educational Contexts",2017,NA,"pdf/frontiers.fpsyg201701775.pdf","xml/frontiers.fpsyg201701775.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00622","fpsyg201700622","Factor Analysis of the Brazilian Version of UPPS Impulsive Behavior Scale",2017,NA,"pdf/frontiers.fpsyg201700622.pdf","xml/frontiers.fpsyg201700622.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00641","fpsyg201700641","Book Review: A Talent for Friendship: Rediscovery of a Remarkable Trait",2017,NA,"pdf/frontiers.fpsyg201700641.pdf","xml/frontiers.fpsyg201700641.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00039","fpsyg201700039","Impaired Memory for Instructions in Children with Attention-Deficit Hyperactivity Disorder Is Improved by Action at Presentation and Recall",2017,NA,"pdf/frontiers.fpsyg201700039.pdf","xml/frontiers.fpsyg201700039.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00903","fpsyg201700903","Executive Function in Adolescence: Associations with Child and Family Risk Factors and Self-Regulation in Early Childhood",2017,NA,"pdf/frontiers.fpsyg201700903.pdf","xml/frontiers.fpsyg201700903.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01959","fpsyg201701959","Proposal Allocation Ratio as a Moderator of Interpersonal Responsibility Effects on Hostile Decision-Making in the Ultimatum Game",2017,NA,"pdf/frontiers.fpsyg201701959.pdf","xml/frontiers.fpsyg201701959.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01336","fpsyg201701336","Visual Form Perception Can Be a Cognitive Correlate of Lower Level Math Categories for Teenagers",2017,NA,"pdf/frontiers.fpsyg201701336.pdf","xml/frontiers.fpsyg201701336.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02078","fpsyg201702078","A Binocular Information Source for Size Perception",2017,NA,"pdf/frontiers.fpsyg201702078.pdf","xml/frontiers.fpsyg201702078.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02016","fpsyg201702016","Social Cognition and Executive Functions As Key Factors for Effective Pedagogy in Higher Education",2017,NA,"pdf/frontiers.fpsyg201702016.pdf","xml/frontiers.fpsyg201702016.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00857","fpsyg201700857","How Do Discrepancies between Victimization and Rejection Expectations in Gay and Bisexual Men Relate to Mental Health Problems?",2017,NA,"pdf/frontiers.fpsyg201700857.pdf","xml/frontiers.fpsyg201700857.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00577","fpsyg201700577","The Predictive Validity of the Structured Assessment of Violence Risk in Youth for Young Spanish Offenders",2017,NA,"pdf/frontiers.fpsyg201700577.pdf","xml/frontiers.fpsyg201700577.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00573","fpsyg201700573","Construction and Validation of the Perceived Opportunity to Craft Scale",2017,NA,"pdf/frontiers.fpsyg201700573.pdf","xml/frontiers.fpsyg201700573.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01320","fpsyg201701320","Growth Mixture Modeling of Depression Symptoms Following Traumatic Brain Injury",2017,NA,"pdf/frontiers.fpsyg201701320.pdf","xml/frontiers.fpsyg201701320.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00538","fpsyg201700538","Fit to Forgive: Effect of Mode of Exercise on Capacity to Override Grudges and Forgiveness",2017,NA,"pdf/frontiers.fpsyg201700538.pdf","xml/frontiers.fpsyg201700538.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00100","fpsyg201700100","The Grand Challenge: Integrating Nomothetic and Ideographic Approaches to Human Cognition",2017,NA,"pdf/frontiers.fpsyg201700100.pdf","xml/frontiers.fpsyg201700100.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01732","fpsyg201701732","Similarly Torn, Differentially Shorn? The Experience and Management of Conflict between Multiple Roles, Relationships, and Social Categories",2017,NA,"pdf/frontiers.fpsyg201701732.pdf","xml/frontiers.fpsyg201701732.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01752","fpsyg201701752","The Mindful Self: A Mindfulness-Enlightened Self-view",2017,NA,"pdf/frontiers.fpsyg201701752.pdf","xml/frontiers.fpsyg201701752.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01960","fpsyg201701960","The Impact of Topic Characteristics and Threat on Willingness to Engage with Wikipedia Articles: Insights from Laboratory Experiments",2017,NA,"pdf/frontiers.fpsyg201701960.pdf","xml/frontiers.fpsyg201701960.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01066","fpsyg201701066","Depression and Anxiety Prevention Based on Cognitive Behavioral Therapy for At-Risk Adolescents: A Meta-Analytic Review",2017,NA,"pdf/frontiers.fpsyg201701066.pdf","xml/frontiers.fpsyg201701066.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00537","fpsyg201700537","Impaired Maintenance of Interpersonal Synchronization in Musical Improvisations of Patients with Borderline Personality Disorder",2017,NA,"pdf/frontiers.fpsyg201700537.pdf","xml/frontiers.fpsyg201700537.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00236","fpsyg201700236","Looking through the Glass Ceiling: A Qualitative Study of STEM Women’s Career Narratives",2017,"cc-by","pdf/frontiers.fpsyg201700236.pdf","xml/frontiers.fpsyg201700236.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01288","fpsyg201701288","Knowledge vs. Action: Discrepancies in University Students' Knowledge about and Self-Reported Use of Self-Regulated Learning Strategies",2017,"cc-by","pdf/frontiers.fpsyg201701288.pdf","xml/frontiers.fpsyg201701288.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00888","fpsyg201700888","The Effects of Spatial Endogenous Pre-cueing across Eccentricities",2017,"cc-by","pdf/frontiers.fpsyg201700888.pdf","xml/frontiers.fpsyg201700888.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00149","fpsyg201700149","The Unresponsive Partner: Roles of Social Status, Auditory Feedback, and Animacy in Coordination of Joint Music Performance",2017,"cc-by","pdf/frontiers.fpsyg201700149.pdf","xml/frontiers.fpsyg201700149.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02091","fpsyg201702091","Gender Differences in Posttraumatic Stress Symptoms after a Terrorist Attack: A Network Approach",2017,"cc-by","pdf/frontiers.fpsyg201702091.pdf","xml/frontiers.fpsyg201702091.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00080","fpsyg201700080","Theory of Mind Is Impaired in Mild to Moderate Huntington’s Disease Independently from Global Cognitive Functioning",2017,"cc-by","pdf/frontiers.fpsyg201700080.pdf","xml/frontiers.fpsyg201700080.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01297","fpsyg201701297","Linking Neural and Symbolic Representation and Processing of Conceptual Structures",2017,"cc-by","pdf/frontiers.fpsyg201701297.pdf","xml/frontiers.fpsyg201701297.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00273","fpsyg201700273","Commentary: “Misguided Effort with Elusive Implications” and “A Multi-Lab Pre-Registered Replication of the Ego Depletion Effect”",2017,"cc-by","pdf/frontiers.fpsyg201700273.pdf","xml/frontiers.fpsyg201700273.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.02146","fpsyg201702146","Modeling Floor Effects in Standardized Vocabulary Test Scores in a Sample of Low SES Hispanic Preschool Children under the Multilevel Structural Equation Modeling Framework",2017,NA,"pdf/frontiers.fpsyg201702146.pdf","xml/frontiers.fpsyg201702146.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01244","fpsyg201701244","Commentary: Getting into predictive processing's great guessing game: Bootstrap heaven or hell?",2017,NA,"pdf/frontiers.fpsyg201701244.pdf","xml/frontiers.fpsyg201701244.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01799","fpsyg201701799","Work Engagement in Serbia: Psychometric Properties of the Serbian Version of the Utrecht Work Engagement Scale (UWES)",2017,NA,"pdf/frontiers.fpsyg201701799.pdf","xml/frontiers.fpsyg201701799.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00759","fpsyg201700759","A Walk on the Wild Side: The Impact of Music on Risk-Taking Likelihood",2017,NA,"pdf/frontiers.fpsyg201700759.pdf","xml/frontiers.fpsyg201700759.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01869","fpsyg201701869","Editorial: Understanding the Successful Coordination of Team Behavior",2017,NA,"pdf/frontiers.fpsyg201701869.pdf","xml/frontiers.fpsyg201701869.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01747","fpsyg201701747","Four Distinctions for the Auditory “Wastebasket” of Timbre1",2017,NA,"pdf/frontiers.fpsyg201701747.pdf","xml/frontiers.fpsyg201701747.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00570","fpsyg201700570","The Positivity Bias Phenomenon in Face Perception Given Different Information on Ability",2017,NA,"pdf/frontiers.fpsyg201700570.pdf","xml/frontiers.fpsyg201700570.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00188","fpsyg201700188","Beware of Selfies: The Impact of Photo Type on Impression Formation Based on Social Networking Profiles",2017,NA,"pdf/frontiers.fpsyg201700188.pdf","xml/frontiers.fpsyg201700188.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01092","fpsyg201701092","Eye Behavior Associated with Internally versus Externally Directed Cognition",2017,NA,"pdf/frontiers.fpsyg201701092.pdf","xml/frontiers.fpsyg201701092.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00134","fpsyg201700134","Intelligence and Creativity in Problem Solving: The Importance of Test Features in Cognition Research",2017,"cc-by","pdf/frontiers.fpsyg201700134.pdf","xml/frontiers.fpsyg201700134.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00312","fpsyg201700312","What to Choose Next? A Paradigm for Testing Human Sequential Decision Making",2017,NA,"pdf/frontiers.fpsyg201700312.pdf","xml/frontiers.fpsyg201700312.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01676","fpsyg201701676","Using Procedure Based on Item Response Theory to Evaluate Classification Consistency Indices in the Practice of Large-Scale Assessment",2017,NA,"pdf/frontiers.fpsyg201701676.pdf","xml/frontiers.fpsyg201701676.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2016.01998","fpsyg201601998","Using a Mixed IRT Model to Assess the Scale Usage in the Measurement of Job Satisfaction",2017,NA,"pdf/frontiers.fpsyg201601998.pdf","xml/frontiers.fpsyg201601998.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.01405","fpsyg201701405","Commentary: Feeling the Conflict: The Crucial Role of Conflict Experience in Adaptation",2017,NA,"pdf/frontiers.fpsyg201701405.pdf","xml/frontiers.fpsyg201701405.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2017.00897","fpsyg201700897","A Method of Q-Matrix Validation for the Linear Logistic Test Model",2017,NA,"pdf/frontiers.fpsyg201700897.pdf","xml/frontiers.fpsyg201700897.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02908","fpsyg201902908","Metacognitive Therapy for Depression: A 3-Year Follow-Up Study Assessing Recovery, Relapse, Work Force Participation, and Quality of Life",2019,NA,"pdf/frontiers.fpsyg201902908.pdf","xml/frontiers.fpsyg201902908.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02392","fpsyg201902392","Visual Working Memory for Faces and Facial Expressions as a Useful “Tool” for Understanding Social and Affective Cognition",2019,NA,"pdf/frontiers.fpsyg201902392.pdf","xml/frontiers.fpsyg201902392.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.00685","fpsyg201900685","Stronger Syntactic Alignment in the Presence of an Interlocutor",2019,NA,"pdf/frontiers.fpsyg201900685.pdf","xml/frontiers.fpsyg201900685.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.00085","fpsyg201900085","Response: Commentary: Long-term Practice with Domain-Specific Task Constraints Influences Perceptual Skills",2019,NA,"pdf/frontiers.fpsyg201900085.pdf","xml/frontiers.fpsyg201900085.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01020","fpsyg201901020","Automatic Scoring of Semantic Fluency",2019,NA,"pdf/frontiers.fpsyg201901020.pdf","xml/frontiers.fpsyg201901020.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.00764","fpsyg201900764","Effects of Rejection by a Friend for Someone Else on Emotions and Behavior",2019,NA,"pdf/frontiers.fpsyg201900764.pdf","xml/frontiers.fpsyg201900764.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01908","fpsyg201901908","Biased Recognition of Surprised Facial Expressions Following Awake Craniotomy of a Right Temporal Lobe Tumor",2019,NA,"pdf/frontiers.fpsyg201901908.pdf","xml/frontiers.fpsyg201901908.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02760","fpsyg201902760","The Development of Generalized Motor Program in Constant and Variable Practice Conditions",2019,NA,"pdf/frontiers.fpsyg201902760.pdf","xml/frontiers.fpsyg201902760.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.00612","fpsyg201900612","Effects of Parental Autonomy Support and Teacher Support on Middle School Students’ Homework Effort: Homework Autonomous Motivation as Mediator",2019,NA,"pdf/frontiers.fpsyg201900612.pdf","xml/frontiers.fpsyg201900612.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01966","fpsyg201901966","Reduced Sensory-Evoked Locus Coeruleus-Norepinephrine Neural Activity in Female Rats With a History of Dietary-Induced Binge Eating",2019,NA,"pdf/frontiers.fpsyg201901966.pdf","xml/frontiers.fpsyg201901966.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01355","fpsyg201901355","Executive Processes Underpin the Bilingual Advantage on Phonemic Fluency: Evidence From Analyses of Switching and Clustering",2019,NA,"pdf/frontiers.fpsyg201901355.pdf","xml/frontiers.fpsyg201901355.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01765","fpsyg201901765","Editorial: Visual Language",2019,NA,"pdf/frontiers.fpsyg201901765.pdf","xml/frontiers.fpsyg201901765.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02387","fpsyg201902387","Exploring the Correlation Between Multiple Latent Variables and Covariates in Hierarchical Data Based on the Multilevel Multidimensional IRT Model",2019,NA,"pdf/frontiers.fpsyg201902387.pdf","xml/frontiers.fpsyg201902387.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02133","fpsyg201902133","The Inseparable Three: How Organization and Culture Can Foster Individual Creativity",2019,NA,"pdf/frontiers.fpsyg201902133.pdf","xml/frontiers.fpsyg201902133.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01487","fpsyg201901487","The Effect of Emotional Arousal on Inhibition of Return Among Youth With Depressive Tendency",2019,"cc-by","pdf/frontiers.fpsyg201901487.pdf","xml/frontiers.fpsyg201901487.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01811","fpsyg201901811","The Dark Triad and Deception Perceptions",2019,"cc-by","pdf/frontiers.fpsyg201901811.pdf","xml/frontiers.fpsyg201901811.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.01744","fpsyg201901744","Editorial: Cognitive-Motor Interference in Multi-Tasking Research",2019,"cc-by","pdf/frontiers.fpsyg201901744.pdf","xml/frontiers.fpsyg201901744.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
